Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Temp,Marker,Label
14067,-8,-0.73,9.91,0.15,-1.91,-0.06,30.69,DATA,8
14192,0.73,0.17,10.28,0.01,-0.44,0.12,30.67,DATA,8
14316,1.54,0.76,8.97,-0.01,-0.1,0.05,30.68,DATA,8
14440,2.36,0.3,9.82,-0.05,-0.26,-0.05,30.69,DATA,8
14565,1.78,0.44,9.54,0.06,-0.05,0.04,30.69,DATA,8
14689,1.88,0.68,9.36,-0.07,0.2,-0.06,30.7,DATA,8
14810,1.79,0.84,9.08,-0.09,0.22,0.02,30.7,DATA,8
14932,0,0,0,0,0,0,0,END,8
17039,0,0,0,0,0,0,0,START,8
17282,9.3,0.83,8.64,0.1,4.48,-0.38,30.77,DATA,8
17363,-12.45,-0.31,1.08,-0.48,8.73,-1.23,30.79,DATA,8
17487,7.81,-2.74,2.99,-0.08,-8.73,2.58,30.79,DATA,8
17610,0.32,-1.33,-0.51,-0.4,8.73,-2.17,30.78,DATA,8
17734,-5.85,-0.37,-2.89,-0.07,-8.73,1.73,30.78,DATA,8
17859,12.02,-0.34,2.33,-0.32,8.73,-2.41,30.77,DATA,8
17981,-10.12,0.7,0.31,0.03,-7.82,0.94,30.78,DATA,8
18105,27.7,2.51,6.69,0.29,1.12,-0.96,30.78,DATA,8
18229,-29.72,-0.67,2.37,0.27,5.07,-0.26,30.79,DATA,8
18353,20.48,-1.84,6.14,0.65,-8.73,2.42,30.77,DATA,8
18479,-6.28,-2.13,-1.24,-0.65,8.73,-2.18,30.79,DATA,8
18990,19.89,2.28,6.05,-0.22,3.95,-1.06,30.78,DATA,8
19115,-16.58,-1.59,6.48,0.09,-1.99,0.27,30.78,DATA,8
19239,18,2.13,8.07,0.41,0.17,-0.23,30.79,DATA,8
19360,-21.74,-1.24,8.56,0.07,-0.39,-0.33,30.81,DATA,8
19484,17.01,1.64,8.25,0.55,-2.82,0.75,30.81,DATA,8
19605,0.94,0.57,8.9,0.18,-0.5,-0.09,30.8,DATA,8
19730,2.61,0.58,9.67,0.07,0.12,-0.02,30.8,DATA,8
19854,1.9,1.42,9.1,-0.01,0.47,-0.27,30.79,DATA,8
19984,2.63,1.1,9.12,0.03,-0.08,0.08,30.81,DATA,8
20100,0,0,0,0,0,0,0,END,8
21154,0,0,0,0,0,0,0,START,8
21274,6.06,0.75,10.97,0.39,0.78,-0.28,30.82,DATA,8
21354,1.02,0.36,2.49,-0.23,8.73,-1.4,30.82,DATA,8
26470,3.82,-0.67,8.36,0.89,-8.73,1.31,30.84,DATA,8
26566,9.15,1.07,6.15,-0.27,6.82,-1.35,30.84,DATA,8
26676,-18.29,-1.61,6.56,-0.63,0.92,0.01,30.86,DATA,8
26802,20.23,2.79,7.21,0.57,-3.4,0.36,30.87,DATA,8
27083,2.08,0.91,10.39,-0.27,1.77,-0.06,30.85,DATA,8
27205,-0.53,1.46,6.62,-0.45,3.88,-0.69,30.86,DATA,8
27327,2.62,-0.17,7.36,0.74,-7.29,1.28,30.84,DATA,8
27451,3.01,0.89,6.05,-0.62,6.49,-1.16,30.86,DATA,8
27576,-2.06,-0.46,8.15,0.33,-4.92,0.71,30.86,DATA,8
27702,4.29,1.35,9.74,0.04,2.32,-0.65,30.85,DATA,8
27825,-5.22,0.31,8.68,-0.04,-2.45,0.27,30.86,DATA,8
27945,0,0,0,0,0,0,0,END,8
30458,0,0,0,0,0,0,0,START,8
30536,1.49,0.59,10.67,-0.06,-0.64,0.02,30.89,DATA,8
30663,2.69,0.74,4.98,-0.44,7.65,-0.84,30.9,DATA,8
30788,-5.6,-0.92,1.2,0.11,-8.73,1.3,30.88,DATA,8
31195,9.38,1.75,5.55,-0.62,8.35,-1.04,30.87,DATA,8
31363,-5.86,-0.55,3.69,0.05,-8.41,0.93,30.88,DATA,8
34325,-1.08,-0.79,4.26,0.59,-8.73,1.56,30.9,DATA,8
34447,8.05,1.66,7.13,-0.38,5.86,-1.02,30.92,DATA,8
39562,0,0,0,0,0,0,0,END,8
11802,0,0,0,0,0,0,0,START,8
11995,3.79,0.52,9.37,-0.04,1.59,-0.16,30.64,DATA,8
12089,-1.57,0.19,5.36,-0.61,8.57,-0.57,30.65,DATA,8
12216,-2.31,-1.05,0.69,0.63,-8.73,1.7,30.65,DATA,8
12620,15.01,0.84,4.86,-0.38,7.37,-1.42,30.66,DATA,8
12730,-20.92,-1.81,6.07,-0.08,2.66,-0.09,30.65,DATA,8
12852,11.59,-0.53,6.5,0.48,-8,1.5,30.64,DATA,8
12976,1.39,-0.87,4.31,-0.56,8.73,-1.66,30.66,DATA,8
13099,-12.3,-1.79,2.57,0.35,-8.34,0.78,30.65,DATA,8
13222,16.98,1.96,8.36,-0.01,0.43,-0.05,30.65,DATA,8
13348,-10.79,-0.96,0.75,-0.54,8.73,-1.19,30.67,DATA,8
13470,-4.18,-1.81,2.31,0.51,-8.73,1.54,30.66,DATA,8
13595,12.52,0.98,8.35,0.1,5.06,-0.83,30.68,DATA,8
13715,-12.28,-0.64,1.81,-0.66,8.09,-0.84,30.67,DATA,8
13837,-2.83,-1.28,5.54,0.08,-8.73,1.3,30.67,DATA,8
13968,11.07,0.7,7.24,-0.04,4.92,-1.09,30.69,DATA,8
14067,-8,-0.73,9.91,0.15,-1.91,-0.06,30.69,DATA,8
14192,0.73,0.17,10.28,0.01,-0.44,0.12,30.67,DATA,8
14316,1.54,0.76,8.97,-0.01,-0.1,0.05,30.68,DATA,8
14440,2.36,0.3,9.82,-0.05,-0.26,-0.05,30.69,DATA,8
14565,1.78,0.44,9.54,0.06,-0.05,0.04,30.69,DATA,8
14689,1.88,0.68,9.36,-0.07,0.2,-0.06,30.7,DATA,8
14810,1.79,0.84,9.08,-0.09,0.22,0.02,30.7,DATA,8
14932,0,0,0,0,0,0,0,END,8
17039,0,0,0,0,0,0,0,START,8
17282,9.3,0.83,8.64,0.1,4.48,-0.38,30.77,DATA,8
17363,-12.45,-0.31,1.08,-0.48,8.73,-1.23,30.79,DATA,8
17487,7.81,-2.74,2.99,-0.08,-8.73,2.58,30.79,DATA,8
17610,0.32,-1.33,-0.51,-0.4,8.73,-2.17,30.78,DATA,8
17734,-5.85,-0.37,-2.89,-0.07,-8.73,1.73,30.78,DATA,8
17859,12.02,-0.34,2.33,-0.32,8.73,-2.41,30.77,DATA,8
17981,-10.12,0.7,0.31,0.03,-7.82,0.94,30.78,DATA,8
18105,27.7,2.51,6.69,0.29,1.12,-0.96,30.78,DATA,8
18229,-29.72,-0.67,2.37,0.27,5.07,-0.26,30.79,DATA,8
18353,20.48,-1.84,6.14,0.65,-8.73,2.42,30.77,DATA,8
18479,-6.28,-2.13,-1.24,-0.65,8.73,-2.18,30.79,DATA,8
18990,19.89,2.28,6.05,-0.22,3.95,-1.06,30.78,DATA,8
19115,-16.58,-1.59,6.48,0.09,-1.99,0.27,30.78,DATA,8
19239,18,2.13,8.07,0.41,0.17,-0.23,30.79,DATA,8
19360,-21.74,-1.24,8.56,0.07,-0.39,-0.33,30.81,DATA,8
19484,17.01,1.64,8.25,0.55,-2.82,0.75,30.81,DATA,8
19605,0.94,0.57,8.9,0.18,-0.5,-0.09,30.8,DATA,8
19730,2.61,0.58,9.67,0.07,0.12,-0.02,30.8,DATA,8
19854,1.9,1.42,9.1,-0.01,0.47,-0.27,30.79,DATA,8
19984,2.63,1.1,9.12,0.03,-0.08,0.08,30.81,DATA,8
20100,0,0,0,0,0,0,0,END,8
21154,0,0,0,0,0,0,0,START,8
21274,6.06,0.75,10.97,0.39,0.78,-0.28,30.82,DATA,8
21354,1.02,0.36,2.49,-0.23,8.73,-1.4,30.82,DATA,8
26470,3.82,-0.67,8.36,0.89,-8.73,1.31,30.84,DATA,8
26566,9.15,1.07,6.15,-0.27,6.82,-1.35,30.84,DATA,8
26676,-18.29,-1.61,6.56,-0.63,0.92,0.01,30.86,DATA,8
26802,20.23,2.79,7.21,0.57,-3.4,0.36,30.87,DATA,8
27083,2.08,0.91,10.39,-0.27,1.77,-0.06,30.85,DATA,8
27205,-0.53,1.46,6.62,-0.45,3.88,-0.69,30.86,DATA,8
27327,2.62,-0.17,7.36,0.74,-7.29,1.28,30.84,DATA,8
27451,3.01,0.89,6.05,-0.62,6.49,-1.16,30.86,DATA,8
27576,-2.06,-0.46,8.15,0.33,-4.92,0.71,30.86,DATA,8
27702,4.29,1.35,9.74,0.04,2.32,-0.65,30.85,DATA,8
27825,-5.22,0.31,8.68,-0.04,-2.45,0.27,30.86,DATA,8
27945,0,0,0,0,0,0,0,END,8
30458,0,0,0,0,0,0,0,START,8
30536,1.49,0.59,10.67,-0.06,-0.64,0.02,30.89,DATA,8
30663,2.69,0.74,4.98,-0.44,7.65,-0.84,30.9,DATA,8
30788,-5.6,-0.92,1.2,0.11,-8.73,1.3,30.88,DATA,8
31195,9.38,1.75,5.55,-0.62,8.35,-1.04,30.87,DATA,8
31363,-5.86,-0.55,3.69,0.05,-8.41,0.93,30.88,DATA,8
34325,-1.08,-0.79,4.26,0.59,-8.73,1.56,30.9,DATA,8
34447,8.05,1.66,7.13,-0.38,5.86,-1.02,30.92,DATA,8
39562,0,0,0,0,0,0,0,END,8
11802,0,0,0,0,0,0,0,START,8
11995,3.79,0.52,9.37,-0.04,1.59,-0.16,30.64,DATA,8
12089,-1.57,0.19,5.36,-0.61,8.57,-0.57,30.65,DATA,8
12216,-2.31,-1.05,0.69,0.63,-8.73,1.7,30.65,DATA,8
12620,15.01,0.84,4.86,-0.38,7.37,-1.42,30.66,DATA,8
12730,-20.92,-1.81,6.07,-0.08,2.66,-0.09,30.65,DATA,8
12852,11.59,-0.53,6.5,0.48,-8,1.5,30.64,DATA,8
12976,1.39,-0.87,4.31,-0.56,8.73,-1.66,30.66,DATA,8
13099,-12.3,-1.79,2.57,0.35,-8.34,0.78,30.65,DATA,8
13222,16.98,1.96,8.36,-0.01,0.43,-0.05,30.65,DATA,8
13348,-10.79,-0.96,0.75,-0.54,8.73,-1.19,30.67,DATA,8
13470,-4.18,-1.81,2.31,0.51,-8.73,1.54,30.66,DATA,8
13595,12.52,0.98,8.35,0.1,5.06,-0.83,30.68,DATA,8
13715,-12.28,-0.64,1.81,-0.66,8.09,-0.84,30.67,DATA,8
13837,-2.83,-1.28,5.54,0.08,-8.73,1.3,30.67,DATA,8
13968,11.07,0.7,7.24,-0.04,4.92,-1.09,30.69,DATA,8
14067,-8,-0.73,9.91,0.15,-1.91,-0.06,30.69,DATA,8
14192,0.73,0.17,10.28,0.01,-0.44,0.12,30.67,DATA,8
14316,1.54,0.76,8.97,-0.01,-0.1,0.05,30.68,DATA,8
14440,2.36,0.3,9.82,-0.05,-0.26,-0.05,30.69,DATA,8
14565,1.78,0.44,9.54,0.06,-0.05,0.04,30.69,DATA,8
14689,1.88,0.68,9.36,-0.07,0.2,-0.06,30.7,DATA,8
14810,1.79,0.84,9.08,-0.09,0.22,0.02,30.7,DATA,8
14932,0,0,0,0,0,0,0,END,8
17039,0,0,0,0,0,0,0,START,8
17282,9.3,0.83,8.64,0.1,4.48,-0.38,30.77,DATA,8
17363,-12.45,-0.31,1.08,-0.48,8.73,-1.23,30.79,DATA,8
17487,7.81,-2.74,2.99,-0.08,-8.73,2.58,30.79,DATA,8
17610,0.32,-1.33,-0.51,-0.4,8.73,-2.17,30.78,DATA,8
17734,-5.85,-0.37,-2.89,-0.07,-8.73,1.73,30.78,DATA,8
17859,12.02,-0.34,2.33,-0.32,8.73,-2.41,30.77,DATA,8
17981,-10.12,0.7,0.31,0.03,-7.82,0.94,30.78,DATA,8
18105,27.7,2.51,6.69,0.29,1.12,-0.96,30.78,DATA,8
18229,-29.72,-0.67,2.37,0.27,5.07,-0.26,30.79,DATA,8
18353,20.48,-1.84,6.14,0.65,-8.73,2.42,30.77,DATA,8
18479,-6.28,-2.13,-1.24,-0.65,8.73,-2.18,30.79,DATA,8
18990,19.89,2.28,6.05,-0.22,3.95,-1.06,30.78,DATA,8
19115,-16.58,-1.59,6.48,0.09,-1.99,0.27,30.78,DATA,8
19239,18,2.13,8.07,0.41,0.17,-0.23,30.79,DATA,8
19360,-21.74,-1.24,8.56,0.07,-0.39,-0.33,30.81,DATA,8
19484,17.01,1.64,8.25,0.55,-2.82,0.75,30.81,DATA,8
19605,0.94,0.57,8.9,0.18,-0.5,-0.09,30.8,DATA,8
19730,2.61,0.58,9.67,0.07,0.12,-0.02,30.8,DATA,8
19854,1.9,1.42,9.1,-0.01,0.47,-0.27,30.79,DATA,8
19984,2.63,1.1,9.12,0.03,-0.08,0.08,30.81,DATA,8
20100,0,0,0,0,0,0,0,END,8
21154,0,0,0,0,0,0,0,START,8
21274,6.06,0.75,10.97,0.39,0.78,-0.28,30.82,DATA,8
21354,1.02,0.36,2.49,-0.23,8.73,-1.4,30.82,DATA,8
26470,3.82,-0.67,8.36,0.89,-8.73,1.31,30.84,DATA,8
26566,9.15,1.07,6.15,-0.27,6.82,-1.35,30.84,DATA,8
26676,-18.29,-1.61,6.56,-0.63,0.92,0.01,30.86,DATA,8
26802,20.23,2.79,7.21,0.57,-3.4,0.36,30.87,DATA,8
27083,2.08,0.91,10.39,-0.27,1.77,-0.06,30.85,DATA,8
27205,-0.53,1.46,6.62,-0.45,3.88,-0.69,30.86,DATA,8
27327,2.62,-0.17,7.36,0.74,-7.29,1.28,30.84,DATA,8
27451,3.01,0.89,6.05,-0.62,6.49,-1.16,30.86,DATA,8
27576,-2.06,-0.46,8.15,0.33,-4.92,0.71,30.86,DATA,8
27702,4.29,1.35,9.74,0.04,2.32,-0.65,30.85,DATA,8
27825,-5.22,0.31,8.68,-0.04,-2.45,0.27,30.86,DATA,8
27945,0,0,0,0,0,0,0,END,8
30458,0,0,0,0,0,0,0,START,8
30536,1.49,0.59,10.67,-0.06,-0.64,0.02,30.89,DATA,8
30663,2.69,0.74,4.98,-0.44,7.65,-0.84,30.9,DATA,8
30788,-5.6,-0.92,1.2,0.11,-8.73,1.3,30.88,DATA,8
31195,9.38,1.75,5.55,-0.62,8.35,-1.04,30.87,DATA,8
31363,-5.86,-0.55,3.69,0.05,-8.41,0.93,30.88,DATA,8
34325,-1.08,-0.79,4.26,0.59,-8.73,1.56,30.9,DATA,8
34447,8.05,1.66,7.13,-0.38,5.86,-1.02,30.92,DATA,8
39562,0,0,0,0,0,0,0,END,8
11802,0,0,0,0,0,0,0,START,8
11995,3.79,0.52,9.37,-0.04,1.59,-0.16,30.64,DATA,8
12089,-1.57,0.19,5.36,-0.61,8.57,-0.57,30.65,DATA,8
12216,-2.31,-1.05,0.69,0.63,-8.73,1.7,30.65,DATA,8
12620,15.01,0.84,4.86,-0.38,7.37,-1.42,30.66,DATA,8
12730,-20.92,-1.81,6.07,-0.08,2.66,-0.09,30.65,DATA,8
12852,11.59,-0.53,6.5,0.48,-8,1.5,30.64,DATA,8
12976,1.39,-0.87,4.31,-0.56,8.73,-1.66,30.66,DATA,8
13099,-12.3,-1.79,2.57,0.35,-8.34,0.78,30.65,DATA,8
13222,16.98,1.96,8.36,-0.01,0.43,-0.05,30.65,DATA,8
13348,-10.79,-0.96,0.75,-0.54,8.73,-1.19,30.67,DATA,8
13470,-4.18,-1.81,2.31,0.51,-8.73,1.54,30.66,DATA,8
13595,12.52,0.98,8.35,0.1,5.06,-0.83,30.68,DATA,8
13715,-12.28,-0.64,1.81,-0.66,8.09,-0.84,30.67,DATA,8
13837,-2.83,-1.28,5.54,0.08,-8.73,1.3,30.67,DATA,8
13968,11.07,0.7,7.24,-0.04,4.92,-1.09,30.69,DATA,8
14067,-8,-0.73,9.91,0.15,-1.91,-0.06,30.69,DATA,8
14192,0.73,0.17,10.28,0.01,-0.44,0.12,30.67,DATA,8
14316,1.54,0.76,8.97,-0.01,-0.1,0.05,30.68,DATA,8
14440,2.36,0.3,9.82,-0.05,-0.26,-0.05,30.69,DATA,8
14565,1.78,0.44,9.54,0.06,-0.05,0.04,30.69,DATA,8
14689,1.88,0.68,9.36,-0.07,0.2,-0.06,30.7,DATA,8
14810,1.79,0.84,9.08,-0.09,0.22,0.02,30.7,DATA,8
14932,0,0,0,0,0,0,0,END,8
17039,0,0,0,0,0,0,0,START,8
17282,9.3,0.83,8.64,0.1,4.48,-0.38,30.77,DATA,8
17363,-12.45,-0.31,1.08,-0.48,8.73,-1.23,30.79,DATA,8
17487,7.81,-2.74,2.99,-0.08,-8.73,2.58,30.79,DATA,8
17610,0.32,-1.33,-0.51,-0.4,8.73,-2.17,30.78,DATA,8
17734,-5.85,-0.37,-2.89,-0.07,-8.73,1.73,30.78,DATA,8
17859,12.02,-0.34,2.33,-0.32,8.73,-2.41,30.77,DATA,8
17981,-10.12,0.7,0.31,0.03,-7.82,0.94,30.78,DATA,8
18105,27.7,2.51,6.69,0.29,1.12,-0.96,30.78,DATA,8
18229,-29.72,-0.67,2.37,0.27,5.07,-0.26,30.79,DATA,8
18353,20.48,-1.84,6.14,0.65,-8.73,2.42,30.77,DATA,8
18479,-6.28,-2.13,-1.24,-0.65,8.73,-2.18,30.79,DATA,8
18990,19.89,2.28,6.05,-0.22,3.95,-1.06,30.78,DATA,8
19115,-16.58,-1.59,6.48,0.09,-1.99,0.27,30.78,DATA,8
19239,18,2.13,8.07,0.41,0.17,-0.23,30.79,DATA,8
19360,-21.74,-1.24,8.56,0.07,-0.39,-0.33,30.81,DATA,8
19484,17.01,1.64,8.25,0.55,-2.82,0.75,30.81,DATA,8
19605,0.94,0.57,8.9,0.18,-0.5,-0.09,30.8,DATA,8
19730,2.61,0.58,9.67,0.07,0.12,-0.02,30.8,DATA,8
19854,1.9,1.42,9.1,-0.01,0.47,-0.27,30.79,DATA,8
19984,2.63,1.1,9.12,0.03,-0.08,0.08,30.81,DATA,8
20100,0,0,0,0,0,0,0,END,8
21154,0,0,0,0,0,0,0,START,8
21274,6.06,0.75,10.97,0.39,0.78,-0.28,30.82,DATA,8
21354,1.02,0.36,2.49,-0.23,8.73,-1.4,30.82,DATA,8
26470,3.82,-0.67,8.36,0.89,-8.73,1.31,30.84,DATA,8
26566,9.15,1.07,6.15,-0.27,6.82,-1.35,30.84,DATA,8
26676,-18.29,-1.61,6.56,-0.63,0.92,0.01,30.86,DATA,8
26802,20.23,2.79,7.21,0.57,-3.4,0.36,30.87,DATA,8
27083,2.08,0.91,10.39,-0.27,1.77,-0.06,30.85,DATA,8
27205,-0.53,1.46,6.62,-0.45,3.88,-0.69,30.86,DATA,8
27327,2.62,-0.17,7.36,0.74,-7.29,1.28,30.84,DATA,8
27451,3.01,0.89,6.05,-0.62,6.49,-1.16,30.86,DATA,8
27576,-2.06,-0.46,8.15,0.33,-4.92,0.71,30.86,DATA,8
27702,4.29,1.35,9.74,0.04,2.32,-0.65,30.85,DATA,8
27825,-5.22,0.31,8.68,-0.04,-2.45,0.27,30.86,DATA,8
27945,0,0,0,0,0,0,0,END,8
30458,0,0,0,0,0,0,0,START,8
30536,1.49,0.59,10.67,-0.06,-0.64,0.02,30.89,DATA,8
30663,2.69,0.74,4.98,-0.44,7.65,-0.84,30.9,DATA,8
30788,-5.6,-0.92,1.2,0.11,-8.73,1.3,30.88,DATA,8
31195,9.38,1.75,5.55,-0.62,8.35,-1.04,30.87,DATA,8
31363,-5.86,-0.55,3.69,0.05,-8.41,0.93,30.88,DATA,8
34325,-1.08,-0.79,4.26,0.59,-8.73,1.56,30.9,DATA,8
34447,8.05,1.66,7.13,-0.38,5.86,-1.02,30.92,DATA,8
39562,0,0,0,0,0,0,0,END,8
7912,0,0,0,0,0,0,0,START,9
8057,2.19,1.31,10.65,-0.21,-0.35,-0.08,29.83,DATA,9
8301,1.02,1.72,7.29,-0.14,-0.16,0.11,29.87,DATA,9
8425,0.62,-3.05,8.93,-2.74,-0.85,0.43,29.86,DATA,9
8549,4.57,-3.59,11.72,2.58,0.16,-0.93,29.86,DATA,9
8675,2.22,2.46,5.34,0.22,-0.15,-0.02,29.88,DATA,9
8794,3.8,-4.27,8.74,-4.07,0.14,0.91,29.88,DATA,9
8918,3.75,-3.68,12.33,2.85,0.58,-0.77,29.9,DATA,9
9039,1.04,2.16,6.05,0.36,-0.27,-0.06,29.89,DATA,9
9164,3.35,-4.57,8.33,-3.26,-0.76,0.72,29.91,DATA,9
9289,3.53,-2.54,11.29,1.6,0.17,-0.64,29.9,DATA,9
9410,1.73,2.57,5.99,0.87,-0.21,0.01,29.89,DATA,9
9534,2.17,-6.13,8.18,-3.32,-1.03,0.73,29.94,DATA,9
9659,4.73,-3.02,10.65,0.33,-0.12,-0.12,29.93,DATA,9
9784,4.16,-0.87,9.16,0.77,-0.24,-0.11,29.92,DATA,9
9908,2.86,-0.56,10.05,0.64,0.3,-0.21,29.94,DATA,9
10033,2.4,1.05,8.79,0.67,0.11,-0.23,29.93,DATA,9
10182,2.53,1.78,8.98,0.13,-0.11,0,29.94,DATA,9
10404,1.96,0.96,10,-0.07,0.24,-0.1,29.96,DATA,9
10527,1.67,1.47,9.51,-0.08,0.19,-0.05,29.95,DATA,9
10649,1.71,1.34,9.51,-0.05,0.01,-0.02,29.96,DATA,9
10788,1.69,1.41,9.48,-0.04,0.02,-0.02,29.96,DATA,9
10896,1.83,1.42,9.38,-0.02,0,0.01,29.98,DATA,9
11019,1.86,1.41,9.23,-0.05,0.14,-0.01,29.98,DATA,9
11141,1.34,1.44,9.33,0.06,0.07,-0.11,29.99,DATA,9
11260,0,0,0,0,0,0,0,END,9
13110,0,0,0,0,0,0,0,START,9
13220,2.24,1.48,10.92,-0.13,-0.14,0.02,30.04,DATA,9
13347,2.46,1.73,9.85,0.48,0.34,-0.16,30.08,DATA,9
13469,1.03,3.56,3.93,-2.96,0.67,-0.04,30.06,DATA,9
13593,5.06,-4.73,15.07,0.37,-0.07,-0.1,30.07,DATA,9
13716,0.53,0.33,9.33,2.96,0.19,-0.47,30.08,DATA,9
13838,1.11,3.19,4.49,-1.39,0.42,0.29,30.08,DATA,9
13961,3.24,-3.57,13.6,-0.29,-0.22,0.55,30.1,DATA,9
14083,1.08,0.66,9.77,3.21,0.94,-0.65,30.09,DATA,9
14207,1.35,2.76,5.2,-1.52,0.13,0.08,30.07,DATA,9
14331,4.3,-3.4,13.52,0.2,-0.16,0.33,30.1,DATA,9
14458,0.19,2.45,8.31,2.19,0.25,-0.13,30.1,DATA,9
14579,0.9,2.66,6.18,-2.54,0.17,0,30.11,DATA,9
14703,4.46,-3.07,13.06,-0.03,0.03,-0.01,30.1,DATA,9
14827,-0.28,2.45,9.48,2.51,0.54,-0.27,30.11,DATA,9
14949,0.98,3.07,4.91,-1.18,-0.28,-0.15,30.08,DATA,9
15074,4.25,-1.37,11.51,-0.26,0.11,0.29,30.12,DATA,9
15197,2.77,-2.13,11.36,2.9,0.95,-0.54,30.12,DATA,9
15320,0.99,1.87,8.29,0.32,-0.52,0.18,30.12,DATA,9
15445,3.79,2.46,8.4,0.1,0.09,0.02,30.11,DATA,9
15568,3.01,2.53,9.45,-0.03,0.18,-0.1,30.14,DATA,9
15695,2.16,2.55,8.39,0.02,-0.1,-0.03,30.15,DATA,9
15815,0,0,0,0,0,0,0,END,9
16850,0,0,0,0,0,0,0,START,9
16927,2.63,2.08,11,-0.1,0.09,-0.18,30.17,DATA,9
17059,0.88,2.59,7.85,0.31,-0.07,-0.03,30.17,DATA,9
22175,2.82,-2.97,13.45,2.32,0.03,-0.54,30.26,DATA,9
22299,0.7,2.77,7.52,0.41,0.08,-0.04,30.24,DATA,9
22622,0.68,3.31,9.05,2.27,0.67,-0.27,30.26,DATA,9
22871,2.98,-1.79,10.62,-0.42,0.49,0.41,30.25,DATA,9
23011,1.86,2.72,7.45,1.33,0.27,0.02,30.27,DATA,9
23166,2.17,-0.93,9.51,-3.36,-0.51,0.71,30.25,DATA,9
23273,3.53,-3.06,13.02,1.12,0.33,-0.19,30.27,DATA,9
23494,1.19,2.21,7.07,-2.1,0.17,-0.17,30.26,DATA,9
23581,2.68,-3.02,9.95,-1.82,-0.76,0.28,30.25,DATA,9
23705,-0.08,2.28,9.81,3.75,0.5,-0.6,30.27,DATA,9
24242,1.45,1.78,7.05,-1.3,-0.16,0.02,30.27,DATA,9
24340,2.63,-1.81,9.46,-2.11,0.1,0.65,30.27,DATA,9
24449,2.71,-2.12,12.93,1.86,0.44,-0.4,30.27,DATA,9
29570,1.87,-1.16,9.92,-2.16,-0.42,0.06,30.37,DATA,9
29663,2.3,-2,13.36,2.03,0.88,-0.32,30.35,DATA,9
29771,0.76,1.98,7.9,0.82,-0.27,-0.12,30.37,DATA,9
29894,0.71,1.45,7.31,-1.56,-0.45,0.11,30.37,DATA,9
30014,0,0,0,0,0,0,0,END,9
32069,0,0,0,0,0,0,0,START,9
32232,1.83,1.11,11.74,0.14,-0.22,-0.05,30.41,DATA,9
32316,0.98,1.57,10.08,1.02,-0.57,-0.39,30.39,DATA,9
32438,0.95,3.93,2.32,-1.48,0.05,0.05,30.39,DATA,9
32562,4.67,-5.03,14.81,-1.19,-0.34,0.43,30.4,DATA,9
32685,1.35,-1.22,10.73,3.32,1.35,-0.59,30.4,DATA,9
32809,1.05,2.48,4.79,-0.32,-0.01,0.07,30.4,DATA,9
32934,3.64,-2.67,9.15,-2.44,-0.12,0.83,30.41,DATA,9
33058,1.82,-1.42,11.33,4.18,1.48,-1.01,30.42,DATA,9
33183,1.27,2.7,4.7,-0.56,-0.1,0.21,30.42,DATA,9
33306,2.98,-1.51,8.49,-1.68,-0.2,0.46,30.42,DATA,9
33429,0.23,0.57,9.36,4.08,1.2,-0.97,30.4,DATA,9
33553,0.99,2.37,4.39,-1.28,-0.19,-0.1,30.39,DATA,9
38669,0.64,2.26,5.01,-0.63,-0.21,0.03,30.47,DATA,9
38760,2.53,-0.51,9.85,-2.71,-1.06,0.47,30.47,DATA,9
38884,0.78,-0.61,12.15,2.99,1.41,-0.28,30.48,DATA,9
39006,0.62,1.95,5.74,-0.75,-0.59,0.03,30.47,DATA,9
39130,2.38,-1.3,9.05,-2,-0.11,0.43,30.47,DATA,9
44248,0.58,2.72,5.62,0.47,-0.36,-0.02,30.55,DATA,9
44567,0.23,3.04,7.11,0.76,0.26,-0.16,30.54,DATA,9
44689,-0.23,2.04,5.97,-1.02,-0.61,0.21,30.54,DATA,9
44813,2.62,-0.35,13.53,0.35,0.06,-0.2,30.56,DATA,9
44936,1.45,1.13,8.92,0.18,0.1,0,30.55,DATA,9
45058,0.05,1.09,9.5,-0.16,0.54,-0.27,30.54,DATA,9
45181,0.35,1.22,9.06,0.02,-0.09,-0.05,30.56,DATA,9
45306,0.97,1.36,10.02,-0.39,0.2,-0.01,30.54,DATA,9
45431,1.43,0.38,10.64,-2.07,0.43,0.3,30.54,DATA,9
45555,1.17,-2.12,10.84,0.36,0.06,0,30.53,DATA,9
45663,-0.77,0.64,8.09,3.02,-0.26,-0.53,30.54,DATA,9
45787,1.86,2.42,6.82,-1.05,0.35,0.1,30.53,DATA,9
45910,1.87,-2.25,11.04,-1.76,-0.19,0.2,30.58,DATA,9
46030,0,0,0,0,0,0,0,END,9
49008,0,0,0,0,0,0,0,START,9
49119,1.29,1.05,9.06,0.14,0.05,-0.09,30.6,DATA,9
49218,-0.4,2.22,6.58,-3.09,0.12,0.61,30.59,DATA,9
49345,1.87,-4.04,14.97,0.61,0.17,0.24,30.59,DATA,9
49465,-2.27,3.7,6.56,2.93,-0.47,-0.25,30.59,DATA,9
49587,1.28,3.22,5.44,-2.82,0.14,0.22,30.59,DATA,9
49711,3.15,-5.09,16.94,0.89,0.63,0.19,30.58,DATA,9
49869,1.01,2.61,6.03,0.13,0.13,0,30.6,DATA,9
49959,0.31,2.13,6.7,-3.22,-0.21,0.05,30.59,DATA,9
