Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Temp,Marker,Label
30500,0,0,0,0,0,0,0,START,2
30698,2.94,-0.06,9.99,-0.06,0.73,-0.16,30.42,DATA,2
30778,1.93,0.08,9.3,0.02,1.29,-0.17,30.4,DATA,2
30902,1.76,0.47,9.35,-0.03,1.45,-0.18,30.42,DATA,2
31027,-1.77,0.53,9.09,0.03,1.14,-0.14,30.42,DATA,2
31149,-3.38,0.42,8.6,-0.06,0.98,-0.12,30.41,DATA,2
31279,-4.53,0.18,7.84,-0.05,1.33,-0.13,30.43,DATA,2
31398,-5.66,0.09,6.92,-0.06,1.64,-0.1,30.42,DATA,2
31524,-7,-0.04,5.57,-0.04,1.63,-0.02,30.41,DATA,2
31645,-8.14,-0.01,3.81,0.05,1.53,-0.06,30.42,DATA,2
31767,-8.37,-0.03,1.97,0.05,1.28,-0.08,30.39,DATA,2
31896,-8.76,-0.12,0.3,-0.07,1.36,-0.06,30.41,DATA,2
32015,-9.27,-0.08,-0.81,0.02,1.2,-0.1,30.43,DATA,2
32142,-9.07,-0.17,-2.17,0.04,0.82,-0.04,30.44,DATA,2
32262,-9.05,-0.07,-3.33,-0.07,0.83,-0.04,30.44,DATA,2
32386,-8.9,-0.13,-3.56,0.04,-0.18,-0.12,30.43,DATA,2
32508,-9.1,-0.25,-3.3,-0.04,-0.63,-0.01,30.44,DATA,2
32632,-9.31,-0.31,-1.95,-0.02,-1.13,0.05,30.42,DATA,2
32772,-9.38,-0.22,-0.17,-0.04,-1.91,0.05,30.42,DATA,2
32882,-8.78,-0.05,1.87,-0.03,-1.95,0.02,30.46,DATA,2
33002,-8,-0.11,3.79,-0.09,-1.73,0.04,30.44,DATA,2
33125,-6.38,-0.14,5.9,-0.08,-1.69,0.18,30.43,DATA,2
33265,-5.22,0.03,7.24,-0.08,-1.56,0.05,30.45,DATA,2
33373,-3.75,0.15,8.14,-0.05,-1.25,0.13,30.46,DATA,2
33495,-2.5,0.22,8.83,-0.06,-1.27,0.11,30.46,DATA,2
33618,-0.98,0.15,9.19,-0.11,-1.27,0.02,30.45,DATA,2
33741,0.19,0.14,9.45,-0.13,-0.99,0.02,30.45,DATA,2
33867,1.72,-0.03,9.62,-0.07,-0.79,0.04,30.45,DATA,2
33990,2.22,-0.28,8.99,-0.05,-0.32,-0.01,30.46,DATA,2
34118,0,0,0,0,0,0,0,END,2
35134,0,0,0,0,0,0,0,START,2
35302,2.43,-0.25,10.19,0,0.29,-0.03,30.48,DATA,2
35396,1.55,-0.28,9.49,0.06,0.87,-0.11,30.49,DATA,2
35503,0.68,0.16,9.22,0.05,1.35,-0.1,30.48,DATA,2
35626,-2.2,0.15,8.78,0.03,1.84,-0.15,30.49,DATA,2
35751,-3.57,0.22,8.37,0.07,1.46,-0.08,30.48,DATA,2
35876,-5.18,0.32,6.99,0.05,1.42,-0.03,30.5,DATA,2
36001,-6.56,0.17,5.88,0.03,1.06,-0.11,30.51,DATA,2
36123,-7.07,0.18,4.81,0.01,1.68,-0.06,30.49,DATA,2
36247,-8.7,0.09,2.89,0.01,1.28,-0.12,30.49,DATA,2
36369,-8.87,0.13,1.66,-0.05,0.93,-0.07,30.51,DATA,2
36493,-8.61,0.21,0.52,0.02,1.88,-0.09,30.51,DATA,2
36617,-8.99,0.02,-2.39,0.09,1.12,-0.18,30.51,DATA,2
36740,-9.16,-0.09,-3.22,-0.1,0.87,-0.08,30.51,DATA,2
36861,-8.88,-0.2,-3.48,-0.03,-0.37,-0.01,30.5,DATA,2
36988,-9.32,-0.17,-2.64,-0.02,-1.53,0.01,30.51,DATA,2
37108,-9.58,-0.12,-0.64,-0.11,-1.97,0.05,30.52,DATA,2
37231,-8.89,-0.12,1.79,-0.11,-1.83,0.06,30.52,DATA,2
37355,-7.98,-0.07,4,-0.03,-1.5,0.06,30.51,DATA,2
42475,2.82,-0.41,9.21,-0.04,0.08,0,30.55,DATA,2
42575,2.89,-0.42,9.41,-0.06,0.05,0,30.55,DATA,2
42698,2.72,-0.52,9.55,-0.03,-0.01,-0.03,30.55,DATA,2
42824,2.88,-0.49,9.25,-0.03,-0.02,-0.02,30.54,DATA,2
42948,2.83,-0.49,9.33,-0.03,0.06,-0.02,30.54,DATA,2
43073,2.77,-0.49,9.5,-0.03,0.01,-0.01,30.56,DATA,2
43192,0,0,0,0,0,0,0,END,2
0,0,0,0,0,0,0,0,START,3
10173,2.8,-0.29,9.09,0.01,-0.51,-0.03,29.78,DATA,3
10269,1.06,-1.17,9.73,0.2,-1.16,-0.2,29.78,DATA,3
10378,2.34,-0.95,8.74,0.18,-1.43,-0.08,29.78,DATA,3
10502,4.41,0.21,8.5,0.35,-1.59,0.21,29.79,DATA,3
10797,9.96,-0.08,3.47,0.12,-1.66,0.19,29.82,DATA,3
10918,9.79,-0.34,2.83,-0.16,-0.66,0.05,29.82,DATA,3
11040,10.36,-0.18,2.06,-0.03,-1.14,0.17,29.82,DATA,3
11180,11.2,-0.35,0.48,0.14,-1.22,0.09,29.83,DATA,3
11291,9.96,-0.55,-1.19,0.16,-1.6,0.1,29.84,DATA,3
11413,10.05,-0.86,-2.6,0.19,-1.36,0.13,29.85,DATA,3
11537,10.04,-1.28,-4.53,0.2,-1.32,0.12,29.85,DATA,3
11660,9.51,-1.39,-6.38,0.17,-1.05,0.13,29.84,DATA,3
11781,8.11,-1.65,-6.48,-0.06,-0.25,0,29.87,DATA,3
11905,9.83,-1.33,-6.49,-0.07,0.17,-0.03,29.86,DATA,3
12032,9.87,-1.25,-4.53,-0.57,2.32,-0.24,29.87,DATA,3
12158,5.51,-0.77,-0.85,-0.53,2.89,-0.34,29.87,DATA,3
12279,14.55,-0.09,0.22,-0.1,2.81,-0.16,29.91,DATA,3
12406,7.08,-0.79,6.68,-0.7,3.04,-0.25,29.88,DATA,3
12529,7.31,-0.44,7.22,0.02,2.25,0.02,29.89,DATA,3
12649,4.82,-0.55,7.75,-0.11,0.87,0.03,29.91,DATA,3
12774,3.29,-0.83,9.16,-0.23,1.06,0.08,29.89,DATA,3
12896,2.02,-0.72,9.57,-0.27,0.7,0.03,29.89,DATA,3
13020,1.76,-1.37,10.23,0.02,-0.15,-0.08,29.91,DATA,3
13143,0,0,0,0,0,0,0,END,3
14956,0,0,0,0,0,0,0,START,3
15088,2.69,-0.41,10.93,-0.22,0.46,-0.03,29.96,DATA,3
15246,1.79,-0.05,9.1,0.05,-0.7,-0.02,29.98,DATA,3
15370,3.69,-0.36,8.88,-0.11,-1.18,-0.02,29.98,DATA,3
15493,5.21,0.25,7.98,0.03,-1.69,0.08,29.98,DATA,3
15617,8.06,-0.08,6.1,0.17,-2.22,0.21,29.99,DATA,3
15740,9.28,-0.38,4.7,0.09,-2.15,0.18,29.97,DATA,3
15863,10.41,-0.29,1.7,0.01,-2.19,0.28,30,DATA,3
15987,11.9,-0.53,0.05,-0.11,-1.64,0.19,29.99,DATA,3
16111,10.62,-0.87,-2.92,0.11,-2.03,0.26,30,DATA,3
16234,10.28,-1.02,-4.84,0.07,-1.68,0.21,30.01,DATA,3
16358,8.66,-1.59,-7.02,0.23,-1.81,0.18,30.01,DATA,3
16485,6.35,-1.78,-8.45,0.12,-1.44,0.21,30.02,DATA,3
16611,5.68,-2.15,-8.67,0,-0.71,0.21,30.02,DATA,3
16736,6.06,-2.28,-9.47,-0.13,0.44,0.03,30.01,DATA,3
16861,6.7,-2.12,-8.23,-0.41,2.23,-0.17,30.02,DATA,3
16987,8.96,-1.03,-6,-0.7,3.34,-0.27,30.03,DATA,3
17112,12.7,-0.84,-4.01,-0.05,2.36,-0.17,30.02,DATA,3
17237,10.61,-0.73,0.19,-0.21,1.9,-0.39,30.02,DATA,3
17362,9.29,-0.27,2.95,-0.2,2.63,-0.35,30.04,DATA,3
17487,8.37,-0.19,5.3,-0.12,2.31,-0.03,30.03,DATA,3
17614,7.96,-0.23,6.52,-0.18,2.27,-0.02,30.04,DATA,3
17739,3.72,-0.81,8.57,-0.27,1.68,0,30.04,DATA,3
17864,3.88,-0.38,8.92,0.01,0.6,0.13,30.03,DATA,3
17989,2.63,-0.39,9.84,-0.13,0.27,-0.01,30.05,DATA,3
18113,2.39,-0.5,9.68,0.09,0.22,0.07,30.04,DATA,3
18238,2.83,-0.31,9.08,-0.05,0.28,-0.09,30.04,DATA,3
18361,2.12,-0.57,9.15,-0.08,0.11,0.06,30.02,DATA,3
18480,0,0,0,0,0,0,0,END,3
19947,0,0,0,0,0,0,0,START,3
20063,3.29,-0.48,9.71,0.01,0.16,-0.02,30.07,DATA,3
20158,2.42,0.33,9.29,-0.1,0.25,-0.16,30.09,DATA,3
20282,3.04,-0.2,9.15,-0.04,-0.69,-0.02,30.08,DATA,3
20405,3.43,-0.54,8.32,0.34,-2.47,0.18,30.07,DATA,3
20530,5.46,-0.71,6.05,0.37,-3.89,0.44,30.07,DATA,3
20770,11.88,-1.96,-8.33,0.64,-4.56,1.06,30.08,DATA,3
20902,8.23,-2.82,-7.74,-0.13,-1.07,0.39,30.09,DATA,3
26029,2.37,-0.93,9.52,-0.05,-0.03,-0.02,30.17,DATA,3
26124,2.3,-0.94,9.51,-0.04,0.05,-0.02,30.17,DATA,3
26235,2.17,-0.96,9.43,-0.02,0.03,-0.04,30.18,DATA,3
26364,2.11,-0.89,9.44,-0.04,0.02,-0.01,30.17,DATA,3
26480,0,0,0,0,0,0,0,END,3
30211,0,0,0,0,0,0,0,START,3
30315,0.82,-0.38,10.16,-0.01,-0.47,-0.06,30.2,DATA,3
30441,1.02,-0.29,9.51,0.14,-0.97,-0.01,30.19,DATA,3
30564,3.2,0.12,8.66,0.09,-1.34,0.22,30.2,DATA,3
30690,5.47,0.07,8.17,0.13,-2,0.16,30.18,DATA,3
30810,7.74,0.06,6.39,-0.06,-1.86,0.2,30.2,DATA,3
30935,9.79,-0.57,5.09,0.02,-2.07,0.35,30.21,DATA,3
31061,10.43,-0.76,2.41,0.17,-2.18,0.32,30.2,DATA,3
31184,10.92,-0.85,-0.29,0.08,-2.16,0.3,30.19,DATA,3
31316,9.76,-1.5,-3.13,-0.15,-1.71,0.39,30.22,DATA,3
31430,9.67,-2.01,-4.31,-0.15,-1.59,0.43,30.21,DATA,3
31553,9.79,-2.1,-6.36,-0.01,-1.25,0.38,30.21,DATA,3
31675,7.62,-2.05,-5.97,-0.21,0.54,-0.09,30.21,DATA,3
31797,10.16,-1.77,-5.52,-0.19,1.29,-0.25,30.22,DATA,3
34448,1.44,-1.03,9.81,0.01,-0.26,-0.05,30.24,DATA,3
34556,1.52,-1.08,9.39,0,-0.13,-0.04,30.26,DATA,3
34679,1.59,-0.92,9.32,-0.04,0.02,-0.04,30.26,DATA,3
34802,0,0,0,0,0,0,0,END,3
34802,0,0,0,0,0,0,0,START,3
10173,2.8,-0.29,9.09,0.01,-0.51,-0.03,29.78,DATA,3
10269,1.06,-1.17,9.73,0.2,-1.16,-0.2,29.78,DATA,3
10378,2.34,-0.95,8.74,0.18,-1.43,-0.08,29.78,DATA,3
10502,4.41,0.21,8.5,0.35,-1.59,0.21,29.79,DATA,3
10797,9.96,-0.08,3.47,0.12,-1.66,0.19,29.82,DATA,3
10918,9.79,-0.34,2.83,-0.16,-0.66,0.05,29.82,DATA,3
11040,10.36,-0.18,2.06,-0.03,-1.14,0.17,29.82,DATA,3
11180,11.2,-0.35,0.48,0.14,-1.22,0.09,29.83,DATA,3
11291,9.96,-0.55,-1.19,0.16,-1.6,0.1,29.84,DATA,3
11413,10.05,-0.86,-2.6,0.19,-1.36,0.13,29.85,DATA,3
11537,10.04,-1.28,-4.53,0.2,-1.32,0.12,29.85,DATA,3
11660,9.51,-1.39,-6.38,0.17,-1.05,0.13,29.84,DATA,3
11781,8.11,-1.65,-6.48,-0.06,-0.25,0,29.87,DATA,3
11905,9.83,-1.33,-6.49,-0.07,0.17,-0.03,29.86,DATA,3
12032,9.87,-1.25,-4.53,-0.57,2.32,-0.24,29.87,DATA,3
12158,5.51,-0.77,-0.85,-0.53,2.89,-0.34,29.87,DATA,3
12279,14.55,-0.09,0.22,-0.1,2.81,-0.16,29.91,DATA,3
12406,7.08,-0.79,6.68,-0.7,3.04,-0.25,29.88,DATA,3
12529,7.31,-0.44,7.22,0.02,2.25,0.02,29.89,DATA,3
12649,4.82,-0.55,7.75,-0.11,0.87,0.03,29.91,DATA,3
12774,3.29,-0.83,9.16,-0.23,1.06,0.08,29.89,DATA,3
12896,2.02,-0.72,9.57,-0.27,0.7,0.03,29.89,DATA,3
13020,1.76,-1.37,10.23,0.02,-0.15,-0.08,29.91,DATA,3
13143,0,0,0,0,0,0,0,END,3
14956,0,0,0,0,0,0,0,START,3
15088,2.69,-0.41,10.93,-0.22,0.46,-0.03,29.96,DATA,3
15246,1.79,-0.05,9.1,0.05,-0.7,-0.02,29.98,DATA,3
15370,3.69,-0.36,8.88,-0.11,-1.18,-0.02,29.98,DATA,3
15493,5.21,0.25,7.98,0.03,-1.69,0.08,29.98,DATA,3
15617,8.06,-0.08,6.1,0.17,-2.22,0.21,29.99,DATA,3
15740,9.28,-0.38,4.7,0.09,-2.15,0.18,29.97,DATA,3
15863,10.41,-0.29,1.7,0.01,-2.19,0.28,30,DATA,3
15987,11.9,-0.53,0.05,-0.11,-1.64,0.19,29.99,DATA,3
16111,10.62,-0.87,-2.92,0.11,-2.03,0.26,30,DATA,3
16234,10.28,-1.02,-4.84,0.07,-1.68,0.21,30.01,DATA,3
16358,8.66,-1.59,-7.02,0.23,-1.81,0.18,30.01,DATA,3
16485,6.35,-1.78,-8.45,0.12,-1.44,0.21,30.02,DATA,3
16611,5.68,-2.15,-8.67,0,-0.71,0.21,30.02,DATA,3
16736,6.06,-2.28,-9.47,-0.13,0.44,0.03,30.01,DATA,3
16861,6.7,-2.12,-8.23,-0.41,2.23,-0.17,30.02,DATA,3
16987,8.96,-1.03,-6,-0.7,3.34,-0.27,30.03,DATA,3
17112,12.7,-0.84,-4.01,-0.05,2.36,-0.17,30.02,DATA,3
17237,10.61,-0.73,0.19,-0.21,1.9,-0.39,30.02,DATA,3
17362,9.29,-0.27,2.95,-0.2,2.63,-0.35,30.04,DATA,3
17487,8.37,-0.19,5.3,-0.12,2.31,-0.03,30.03,DATA,3
17614,7.96,-0.23,6.52,-0.18,2.27,-0.02,30.04,DATA,3
17739,3.72,-0.81,8.57,-0.27,1.68,0,30.04,DATA,3
17864,3.88,-0.38,8.92,0.01,0.6,0.13,30.03,DATA,3
17989,2.63,-0.39,9.84,-0.13,0.27,-0.01,30.05,DATA,3
18113,2.39,-0.5,9.68,0.09,0.22,0.07,30.04,DATA,3
18238,2.83,-0.31,9.08,-0.05,0.28,-0.09,30.04,DATA,3
18361,2.12,-0.57,9.15,-0.08,0.11,0.06,30.02,DATA,3
18480,0,0,0,0,0,0,0,END,3
19947,0,0,0,0,0,0,0,START,3
20063,3.29,-0.48,9.71,0.01,0.16,-0.02,30.07,DATA,3
20158,2.42,0.33,9.29,-0.1,0.25,-0.16,30.09,DATA,3
20282,3.04,-0.2,9.15,-0.04,-0.69,-0.02,30.08,DATA,3
20405,3.43,-0.54,8.32,0.34,-2.47,0.18,30.07,DATA,3
20530,5.46,-0.71,6.05,0.37,-3.89,0.44,30.07,DATA,3
20770,11.88,-1.96,-8.33,0.64,-4.56,1.06,30.08,DATA,3
20902,8.23,-2.82,-7.74,-0.13,-1.07,0.39,30.09,DATA,3
26029,2.37,-0.93,9.52,-0.05,-0.03,-0.02,30.17,DATA,3
26124,2.3,-0.94,9.51,-0.04,0.05,-0.02,30.17,DATA,3
26235,2.17,-0.96,9.43,-0.02,0.03,-0.04,30.18,DATA,3
26364,2.11,-0.89,9.44,-0.04,0.02,-0.01,30.17,DATA,3
26480,0,0,0,0,0,0,0,END,3
30211,0,0,0,0,0,0,0,START,3
30315,0.82,-0.38,10.16,-0.01,-0.47,-0.06,30.2,DATA,3
30441,1.02,-0.29,9.51,0.14,-0.97,-0.01,30.19,DATA,3
30564,3.2,0.12,8.66,0.09,-1.34,0.22,30.2,DATA,3
30690,5.47,0.07,8.17,0.13,-2,0.16,30.18,DATA,3
30810,7.74,0.06,6.39,-0.06,-1.86,0.2,30.2,DATA,3
30935,9.79,-0.57,5.09,0.02,-2.07,0.35,30.21,DATA,3
31061,10.43,-0.76,2.41,0.17,-2.18,0.32,30.2,DATA,3
31184,10.92,-0.85,-0.29,0.08,-2.16,0.3,30.19,DATA,3
31316,9.76,-1.5,-3.13,-0.15,-1.71,0.39,30.22,DATA,3
31430,9.67,-2.01,-4.31,-0.15,-1.59,0.43,30.21,DATA,3
31553,9.79,-2.1,-6.36,-0.01,-1.25,0.38,30.21,DATA,3
31675,7.62,-2.05,-5.97,-0.21,0.54,-0.09,30.21,DATA,3
31797,10.16,-1.77,-5.52,-0.19,1.29,-0.25,30.22,DATA,3
34448,1.44,-1.03,9.81,0.01,-0.26,-0.05,30.24,DATA,3
34556,1.52,-1.08,9.39,0,-0.13,-0.04,30.26,DATA,3
34679,1.59,-0.92,9.32,-0.04,0.02,-0.04,30.26,DATA,3
34802,0,0,0,0,0,0,0,END,3
34802,0,0,0,0,0,0,0,END,3
10173,2.8,-0.29,9.09,0.01,-0.51,-0.03,29.78,DATA,3
10269,1.06,-1.17,9.73,0.2,-1.16,-0.2,29.78,DATA,3
10378,2.34,-0.95,8.74,0.18,-1.43,-0.08,29.78,DATA,3
10502,4.41,0.21,8.5,0.35,-1.59,0.21,29.79,DATA,3
10797,9.96,-0.08,3.47,0.12,-1.66,0.19,29.82,DATA,3
10918,9.79,-0.34,2.83,-0.16,-0.66,0.05,29.82,DATA,3
11040,10.36,-0.18,2.06,-0.03,-1.14,0.17,29.82,DATA,3
11180,11.2,-0.35,0.48,0.14,-1.22,0.09,29.83,DATA,3
11291,9.96,-0.55,-1.19,0.16,-1.6,0.1,29.84,DATA,3
11413,10.05,-0.86,-2.6,0.19,-1.36,0.13,29.85,DATA,3
11537,10.04,-1.28,-4.53,0.2,-1.32,0.12,29.85,DATA,3
11660,9.51,-1.39,-6.38,0.17,-1.05,0.13,29.84,DATA,3
11781,8.11,-1.65,-6.48,-0.06,-0.25,0,29.87,DATA,3
11905,9.83,-1.33,-6.49,-0.07,0.17,-0.03,29.86,DATA,3
12032,9.87,-1.25,-4.53,-0.57,2.32,-0.24,29.87,DATA,3
12158,5.51,-0.77,-0.85,-0.53,2.89,-0.34,29.87,DATA,3
12279,14.55,-0.09,0.22,-0.1,2.81,-0.16,29.91,DATA,3
12406,7.08,-0.79,6.68,-0.7,3.04,-0.25,29.88,DATA,3
12529,7.31,-0.44,7.22,0.02,2.25,0.02,29.89,DATA,3
12649,4.82,-0.55,7.75,-0.11,0.87,0.03,29.91,DATA,3
12774,3.29,-0.83,9.16,-0.23,1.06,0.08,29.89,DATA,3
12896,2.02,-0.72,9.57,-0.27,0.7,0.03,29.89,DATA,3
13020,1.76,-1.37,10.23,0.02,-0.15,-0.08,29.91,DATA,3
13143,0,0,0,0,0,0,0,END,3
14956,0,0,0,0,0,0,0,START,3
15088,2.69,-0.41,10.93,-0.22,0.46,-0.03,29.96,DATA,3
15246,1.79,-0.05,9.1,0.05,-0.7,-0.02,29.98,DATA,3
15370,3.69,-0.36,8.88,-0.11,-1.18,-0.02,29.98,DATA,3
15493,5.21,0.25,7.98,0.03,-1.69,0.08,29.98,DATA,3
15617,8.06,-0.08,6.1,0.17,-2.22,0.21,29.99,DATA,3
15740,9.28,-0.38,4.7,0.09,-2.15,0.18,29.97,DATA,3
15863,10.41,-0.29,1.7,0.01,-2.19,0.28,30,DATA,3
15987,11.9,-0.53,0.05,-0.11,-1.64,0.19,29.99,DATA,3
16111,10.62,-0.87,-2.92,0.11,-2.03,0.26,30,DATA,3
16234,10.28,-1.02,-4.84,0.07,-1.68,0.21,30.01,DATA,3
16358,8.66,-1.59,-7.02,0.23,-1.81,0.18,30.01,DATA,3
16485,6.35,-1.78,-8.45,0.12,-1.44,0.21,30.02,DATA,3
16611,5.68,-2.15,-8.67,0,-0.71,0.21,30.02,DATA,3
16736,6.06,-2.28,-9.47,-0.13,0.44,0.03,30.01,DATA,3
16861,6.7,-2.12,-8.23,-0.41,2.23,-0.17,30.02,DATA,3
16987,8.96,-1.03,-6,-0.7,3.34,-0.27,30.03,DATA,3
17112,12.7,-0.84,-4.01,-0.05,2.36,-0.17,30.02,DATA,3
17237,10.61,-0.73,0.19,-0.21,1.9,-0.39,30.02,DATA,3
17362,9.29,-0.27,2.95,-0.2,2.63,-0.35,30.04,DATA,3
17487,8.37,-0.19,5.3,-0.12,2.31,-0.03,30.03,DATA,3
17614,7.96,-0.23,6.52,-0.18,2.27,-0.02,30.04,DATA,3
17739,3.72,-0.81,8.57,-0.27,1.68,0,30.04,DATA,3
17864,3.88,-0.38,8.92,0.01,0.6,0.13,30.03,DATA,3
17989,2.63,-0.39,9.84,-0.13,0.27,-0.01,30.05,DATA,3
18113,2.39,-0.5,9.68,0.09,0.22,0.07,30.04,DATA,3
18238,2.83,-0.31,9.08,-0.05,0.28,-0.09,30.04,DATA,3
18361,2.12,-0.57,9.15,-0.08,0.11,0.06,30.02,DATA,3
18480,0,0,0,0,0,0,0,END,3
19947,0,0,0,0,0,0,0,START,3
20063,3.29,-0.48,9.71,0.01,0.16,-0.02,30.07,DATA,3
20158,2.42,0.33,9.29,-0.1,0.25,-0.16,30.09,DATA,3
20282,3.04,-0.2,9.15,-0.04,-0.69,-0.02,30.08,DATA,3
20405,3.43,-0.54,8.32,0.34,-2.47,0.18,30.07,DATA,3
20530,5.46,-0.71,6.05,0.37,-3.89,0.44,30.07,DATA,3
20770,11.88,-1.96,-8.33,0.64,-4.56,1.06,30.08,DATA,3
20902,8.23,-2.82,-7.74,-0.13,-1.07,0.39,30.09,DATA,3
26029,2.37,-0.93,9.52,-0.05,-0.03,-0.02,30.17,DATA,3
26124,2.3,-0.94,9.51,-0.04,0.05,-0.02,30.17,DATA,3
26235,2.17,-0.96,9.43,-0.02,0.03,-0.04,30.18,DATA,3
26364,2.11,-0.89,9.44,-0.04,0.02,-0.01,30.17,DATA,3
26480,0,0,0,0,0,0,0,END,3
30211,0,0,0,0,0,0,0,START,3
30315,0.82,-0.38,10.16,-0.01,-0.47,-0.06,30.2,DATA,3
30441,1.02,-0.29,9.51,0.14,-0.97,-0.01,30.19,DATA,3
30564,3.2,0.12,8.66,0.09,-1.34,0.22,30.2,DATA,3
30690,5.47,0.07,8.17,0.13,-2,0.16,30.18,DATA,3
30810,7.74,0.06,6.39,-0.06,-1.86,0.2,30.2,DATA,3
30935,9.79,-0.57,5.09,0.02,-2.07,0.35,30.21,DATA,3
31061,10.43,-0.76,2.41,0.17,-2.18,0.32,30.2,DATA,3
31184,10.92,-0.85,-0.29,0.08,-2.16,0.3,30.19,DATA,3
31316,9.76,-1.5,-3.13,-0.15,-1.71,0.39,30.22,DATA,3
31430,9.67,-2.01,-4.31,-0.15,-1.59,0.43,30.21,DATA,3
31553,9.79,-2.1,-6.36,-0.01,-1.25,0.38,30.21,DATA,3
31675,7.62,-2.05,-5.97,-0.21,0.54,-0.09,30.21,DATA,3
31797,10.16,-1.77,-5.52,-0.19,1.29,-0.25,30.22,DATA,3
34448,1.44,-1.03,9.81,0.01,-0.26,-0.05,30.24,DATA,3
34556,1.52,-1.08,9.39,0,-0.13,-0.04,30.26,DATA,3
34679,1.59,-0.92,9.32,-0.04,0.02,-0.04,30.26,DATA,3
34802,0,0,0,0,0,0,0,END,3
34802,0,0,0,0,0,0,0,START,3
10173,2.8,-0.29,9.09,0.01,-0.51,-0.03,29.78,DATA,3
10269,1.06,-1.17,9.73,0.2,-1.16,-0.2,29.78,DATA,3
10378,2.34,-0.95,8.74,0.18,-1.43,-0.08,29.78,DATA,3
10502,4.41,0.21,8.5,0.35,-1.59,0.21,29.79,DATA,3
10797,9.96,-0.08,3.47,0.12,-1.66,0.19,29.82,DATA,3
10918,9.79,-0.34,2.83,-0.16,-0.66,0.05,29.82,DATA,3
11040,10.36,-0.18,2.06,-0.03,-1.14,0.17,29.82,DATA,3
11180,11.2,-0.35,0.48,0.14,-1.22,0.09,29.83,DATA,3
11291,9.96,-0.55,-1.19,0.16,-1.6,0.1,29.84,DATA,3
11413,10.05,-0.86,-2.6,0.19,-1.36,0.13,29.85,DATA,3
11537,10.04,-1.28,-4.53,0.2,-1.32,0.12,29.85,DATA,3
11660,9.51,-1.39,-6.38,0.17,-1.05,0.13,29.84,DATA,3
11781,8.11,-1.65,-6.48,-0.06,-0.25,0,29.87,DATA,3
11905,9.83,-1.33,-6.49,-0.07,0.17,-0.03,29.86,DATA,3
12032,9.87,-1.25,-4.53,-0.57,2.32,-0.24,29.87,DATA,3
12158,5.51,-0.77,-0.85,-0.53,2.89,-0.34,29.87,DATA,3
12279,14.55,-0.09,0.22,-0.1,2.81,-0.16,29.91,DATA,3
12406,7.08,-0.79,6.68,-0.7,3.04,-0.25,29.88,DATA,3
12529,7.31,-0.44,7.22,0.02,2.25,0.02,29.89,DATA,3
12649,4.82,-0.55,7.75,-0.11,0.87,0.03,29.91,DATA,3
12774,3.29,-0.83,9.16,-0.23,1.06,0.08,29.89,DATA,3
12896,2.02,-0.72,9.57,-0.27,0.7,0.03,29.89,DATA,3
13020,1.76,-1.37,10.23,0.02,-0.15,-0.08,29.91,DATA,3
13143,0,0,0,0,0,0,0,END,3
14956,0,0,0,0,0,0,0,START,3
15088,2.69,-0.41,10.93,-0.22,0.46,-0.03,29.96,DATA,3
15246,1.79,-0.05,9.1,0.05,-0.7,-0.02,29.98,DATA,3
15370,3.69,-0.36,8.88,-0.11,-1.18,-0.02,29.98,DATA,3
15493,5.21,0.25,7.98,0.03,-1.69,0.08,29.98,DATA,3
15617,8.06,-0.08,6.1,0.17,-2.22,0.21,29.99,DATA,3
15740,9.28,-0.38,4.7,0.09,-2.15,0.18,29.97,DATA,3
15863,10.41,-0.29,1.7,0.01,-2.19,0.28,30,DATA,3
15987,11.9,-0.53,0.05,-0.11,-1.64,0.19,29.99,DATA,3
16111,10.62,-0.87,-2.92,0.11,-2.03,0.26,30,DATA,3
16234,10.28,-1.02,-4.84,0.07,-1.68,0.21,30.01,DATA,3
16358,8.66,-1.59,-7.02,0.23,-1.81,0.18,30.01,DATA,3
16485,6.35,-1.78,-8.45,0.12,-1.44,0.21,30.02,DATA,3
16611,5.68,-2.15,-8.67,0,-0.71,0.21,30.02,DATA,3
16736,6.06,-2.28,-9.47,-0.13,0.44,0.03,30.01,DATA,3
16861,6.7,-2.12,-8.23,-0.41,2.23,-0.17,30.02,DATA,3
16987,8.96,-1.03,-6,-0.7,3.34,-0.27,30.03,DATA,3
17112,12.7,-0.84,-4.01,-0.05,2.36,-0.17,30.02,DATA,3
17237,10.61,-0.73,0.19,-0.21,1.9,-0.39,30.02,DATA,3
17362,9.29,-0.27,2.95,-0.2,2.63,-0.35,30.04,DATA,3
17487,8.37,-0.19,5.3,-0.12,2.31,-0.03,30.03,DATA,3
17614,7.96,-0.23,6.52,-0.18,2.27,-0.02,30.04,DATA,3
17739,3.72,-0.81,8.57,-0.27,1.68,0,30.04,DATA,3
17864,3.88,-0.38,8.92,0.01,0.6,0.13,30.03,DATA,3
17989,2.63,-0.39,9.84,-0.13,0.27,-0.01,30.05,DATA,3
18113,2.39,-0.5,9.68,0.09,0.22,0.07,30.04,DATA,3
18238,2.83,-0.31,9.08,-0.05,0.28,-0.09,30.04,DATA,3
18361,2.12,-0.57,9.15,-0.08,0.11,0.06,30.02,DATA,3
18480,0,0,0,0,0,0,0,END,3
19947,0,0,0,0,0,0,0,START,3
20063,3.29,-0.48,9.71,0.01,0.16,-0.02,30.07,DATA,3
